"","TCGA_AC_A2FM_01","TCGA_AC_A2FF_01","TCGA_AC_A2FB_01","TCGA_GI_A2C9_01","TCGA_BH_A1FE_01","TCGA_BH_A18V_01","TCGA_E2_A15K_01","TCGA_BH_A0B3_01","TCGA_BH_A0AZ_01","TCGA_BH_A0BJ_01","TCGA_BH_A0BS_01","TCGA_BH_A0BW_01","TCGA_BH_A0B7_01","TCGA_BH_A0H7_01","TCGA_A7_A13E_01","TCGA_A7_A13F_01","TCGA_E2_A15K.1_01","TCGA_BH_A18V.1_01","TCGA_BH_A18P_01","TCGA_BH_A18L_01","TCGA_BH_A1FR_01","TCGA_BH_A1EN_01","TCGA_BH_A1F8_01","TCGA_BH_A1FG_01","TCGA_BH_A1FH_01","TCGA_BH_A1FJ_01","TCGA_BH_A1EV_01","TCGA_E9_A1N4_01","TCGA_BH_A209_01","TCGA_BH_A203_01","TCGA_BH_A208_01","TCGA_BH_A204_01","TCGA_E2_A153_01","TCGA_A7_A0CE_01","TCGA_A7_A0CH_01","TCGA_BH_A0BV_01","TCGA_BH_A0BM_01","TCGA_BH_A0BC_01","TCGA_BH_A0E0_01","TCGA_BH_A0E1_01","TCGA_BH_A0DV_01","TCGA_BH_A0DT_01","TCGA_BH_A18N_01","TCGA_BH_A0DP_01","TCGA_BH_A0DK_01","TCGA_BH_A0DL_01","TCGA_BH_A0DG_01","TCGA_BH_A0DH_01","TCGA_BH_A0DD_01","TCGA_BH_A0C0_01","TCGA_BH_A0BZ_01","TCGA_BH_A0AY_01","TCGA_BH_A0BQ_01","TCGA_BH_A0AU_01","TCGA_BH_A0C3_01","TCGA_BH_A0BT_01","TCGA_BH_A0BA_01","TCGA_E2_A158_01","TCGA_BH_A0HA_01","TCGA_BH_A0H5_01","TCGA_BH_A0HK_01","TCGA_BH_A0H9_01","TCGA_BH_A0B5_01","TCGA_A7_A0DB_01","TCGA_A7_A0D9_01","TCGA_BH_A18U_01","TCGA_BH_A18S_01","TCGA_BH_A18Q_01","TCGA_BH_A18R_01","TCGA_BH_A18M_01","TCGA_BH_A18J_01","TCGA_E2_A1BC_01","TCGA_E2_A15M_01","TCGA_BH_A1EO_01","TCGA_BH_A1EU_01","TCGA_BH_A1ET_01","TCGA_BH_A1F0_01","TCGA_BH_A1F2_01","TCGA_BH_A1EW_01","TCGA_BH_A1FE.1_01","TCGA_BH_A1FD_01","TCGA_BH_A1FC_01","TCGA_BH_A1FB_01","TCGA_BH_A1FM_01","TCGA_BH_A1FN_01","TCGA_BH_A1F6_01","TCGA_E2_A15I_01","TCGA_E2_A1L7_01","TCGA_E2_A1LS_01","TCGA_E9_A1R7_01","TCGA_E9_A1RB_01","TCGA_E9_A1RC_01","TCGA_E9_A1RD_01","TCGA_E9_A1RF_01","TCGA_E9_A1RH_01","TCGA_E9_A1RI_01","TCGA_E2_A1IG_01","TCGA_E2_A1LB_01","TCGA_E9_A1ND_01","TCGA_E9_A1N5_01","TCGA_E9_A1N6_01","TCGA_E9_A1N9_01","TCGA_E9_A1NA_01","TCGA_E9_A1NF_01","TCGA_E9_A1NG_01","TCGA_GI_A2C8_01"
"ACVRL1",-0.17868,0.20244,0.50991,0.12912,0.27341,0.18461,0.0059438,0.11793,0.31169,-0.10037,0.067865,0.35581,0.074997,0.53007,-0.15954,0.0537,-0.19379,0.038902,-0.22634,0.32705,0.068513,0.069907,0.096737,0.045708,0.39033,0.024427,-0.08058,0.10923,-0.037984,0.11593,0.062697,-0.057934,0.070252,0.086749,0.035279,-0.04869,0.11768,0.027827,0.15257,0.23971,0.13274,-0.20223,0.40101,0.64393,-0.021221,0.013716,0.10648,-0.023179,-0.031179,0.033397,0.025082,0.4517,0.20959,0.25483,0.034007,0.20412,0.24815,0.20065,0.10025,0.14406,0.06447,0.02139,0.18175,0.071278,0.19504,0.95141,0.18094,0.018206,-0.0025362,0.32806,0.039533,0.71912,0.36012,0.19092,-0.054792,0.21372,0.26725,0.19851,0.16912,0.069899,-0.007294,-0.079258,0.13068,-0.06062,-0.03519,0.22942,0.16895,-0.072692,0.2311,0.060479,-0.076135,0.045425,-0.01892,0.081601,0.79144,-0.010407,-0.046882,0.31117,0.38267,0.036279,0.077446,-0.1368,-0.16961,0.057147,0.04249,0.23255
"DIRAS3",0.060001,0.36346,0.7743,0.43082,0.25514,-0.034452,0.099348,0.043433,0.40014,0.3596,0.04615,0.090788,0.29726,0.91372,-0.18275,-0.075177,-0.0094925,-0.060663,-0.17507,0.36579,0.20318,0.92037,-0.0051263,0.52647,0.72659,-0.081856,-0.044462,0.12789,-0.27467,0.23295,0.14064,0.0063024,0.069133,0.10234,0.046761,0.055363,0.22645,0.22566,0.10421,0.31119,0.417,-0.0057116,0.29669,0.67167,0.11122,0.026842,0.36858,0.15164,0.10261,0.078313,0.078921,0.60506,0.23226,0.25402,0.10025,0.47,0.53949,0.18821,0.12243,0.19279,0.1883,0.16226,0.34276,0.12524,0.46704,1.0544,0.069438,0.10852,0.091794,0.41535,0.26228,0.58438,0.39227,0.13451,-0.047822,0.25385,0.28261,0.23455,0.27262,0.24709,0.16609,-0.025082,0.25588,-0.064585,0.0045154,0.27991,0.29076,0.018718,0.45029,0.12106,-0.054841,0.39665,-0.031229,0.060487,1.1876,0.064609,0.14999,0.66216,0.06889,0.26711,0.11281,0.055395,-0.18885,0.1438,0.12218,0.42067
"ANXA1",-0.95812,0.073453,0.24133,0.55938,-0.46844,-0.33417,-1.2662,-0.19606,0.52574,-0.085023,-1.1722,0.61257,0.085043,-0.15611,-0.39112,-0.46577,-0.059808,-0.64222,-0.52053,-0.40102,-0.50811,-0.066745,-0.17079,-0.51752,-0.14581,-0.5868,-0.335,-0.14015,-0.72613,-0.27603,1.0846,-0.67349,-0.53508,-0.73446,-0.37945,-0.17213,-0.22707,0.13684,-0.71677,0.28747,0.45877,-0.17307,-0.67884,1.2792,-0.58166,0.88376,0.045607,-0.2608,-0.42459,0.28296,0.43484,0.85256,0.55372,-0.36227,-0.40597,0.19347,0.58352,-1.0091,-0.091879,-0.34688,-0.94782,-0.44327,0.38787,-0.28787,-0.17739,1.6492,-1.8813,-0.1505,-0.89197,0.45869,0.28839,-0.19003,-0.51931,0.55709,0.14681,-0.49103,-0.022414,0.081773,0.014266,0.32814,-0.29352,-0.58097,0.83587,-0.46405,-0.25652,0.57546,-0.15441,-0.32639,-0.75914,-0.36234,-1.0028,-0.90674,-0.64321,0.046443,0.83574,0.06018,-0.71379,-0.32785,0.68318,0.0049178,0.44032,-0.56299,-0.51991,-0.14622,0.50341,0.1389
"PREX1",2.9694,1.4895,0.1551,0.10257,-0.50007,0.31797,0.933,0.15479,1.252,0.89624,2.0781,0.47826,0.36881,0.14903,-0.77547,2.3736,0.92669,-0.026867,-0.37417,0.85435,2.0454,0.55283,1.0726,2.6873,0.16398,2.1222,0.85173,1.5711,1.7876,0.72308,0.39805,0.011242,1.6927,-0.39941,1.6513,2.5176,-0.088421,0.99348,0.60045,0.31537,-0.38259,1.6319,2.661,0.51803,0.32328,0.84379,1.619,0.9055,2.2566,1.9621,1.1865,1.2874,2.7167,3.3736,1.4617,1.6159,-0.068226,-0.20515,1.0717,1.3369,-0.39291,3.6806,0.053105,0.71147,0.8022,-0.19599,1.5117,0.86829,0.10532,0.61685,0.068144,0.3878,1.6121,0.17976,0.89311,1.657,0.46856,-0.092164,0.68588,0.60561,1.1366,0.096172,0.60402,1.8507,0.70541,0.17594,0.14868,1.4621,-0.49725,1.3503,2.6868,0.97991,1.7855,1.441,0.08465,0.86083,2.5702,0.21704,0.51349,2.1159,0.60652,1.3764,0.63847,0.96785,0.63002,0.31169
"ENY2",0.42254,-0.55135,-1.1299,-0.21843,-1.1563,-0.42208,-0.18077,-0.076191,-0.40415,-0.81581,-0.55538,-0.48868,-0.019806,-0.85442,-0.51609,-0.21576,-0.58141,-0.034128,-0.66016,-0.0019984,-0.26138,-0.89374,-0.43484,0.18471,-0.90202,-0.24416,-0.27244,-0.65839,-0.18206,-0.55211,-0.65985,0.38068,-1.0742,-0.12842,-0.44337,0.26845,-0.59039,-0.7452,0.34073,-0.51674,-1.0038,-0.24207,-0.046638,-1.0121,0.23704,0.051304,-0.16123,-0.2227,0.21453,-0.12723,0.1561,0.37944,0.0087898,-0.063379,-0.33945,-0.23297,-0.66366,0.34544,-0.18681,-0.70413,-0.67326,-0.51581,-1.1289,-0.52474,-0.65296,-0.92088,-0.42479,0.0362,0.10491,-0.79661,-0.97816,-1.1791,-1.1325,0.15575,0.012342,-0.43308,-0.52585,-0.28634,-0.7272,0.21259,-0.31174,0.33452,-0.35742,-0.32156,-0.67193,-0.67274,-0.50019,-0.038755,0.19239,-0.76599,0.10983,-0.71316,-0.22162,-0.30313,-1.3855,-0.090585,-0.11859,-0.2924,0.087316,-0.29054,0.28367,0.24255,0.14747,-0.4069,-0.55629,-0.594
"KAT2A",-0.065995,-0.34552,-1.0089,0.049996,-1.1239,0.14957,0.32579,0.15113,-0.48119,-0.45419,-0.036065,0.24898,0.00088692,-1.2207,0.090357,0.0036152,-0.17253,0.051429,-0.14116,0.3726,0.21911,-0.70611,-0.39465,0.46132,-0.89831,0.63384,-0.46118,-0.55071,0.49569,-0.37562,-0.48319,0.42244,-0.011458,0.32991,0.20402,0.03728,0.02261,-0.39636,0.29989,-0.50582,-0.93831,0.10592,-0.010864,-0.85878,-0.11831,0.027463,-0.28754,-0.6991,0.48636,-0.035616,0.15449,-0.12326,0.13509,0.31955,-0.068775,-0.32758,-0.95624,1.1216,-0.081243,-0.082635,0.11629,0.080288,-0.99817,-0.041462,-0.4529,-0.68583,0.3692,0.012507,-0.056693,-0.43152,-1.3485,-0.50171,0.095183,-0.98424,-0.49571,-0.21367,0.37041,-0.11508,-0.042994,-0.059702,0.039198,0.84874,-0.42222,-0.17671,-0.36218,-0.08078,-0.48068,0.41874,-0.51504,-0.18586,0.38086,-0.90231,-0.07492,-0.038361,-0.96776,-0.10603,0.39508,-1.0808,-0.09412,0.22352,-0.35248,0.46412,-0.032336,-0.43608,-0.74141,-0.66064
"ADAR",-0.1561,-0.46453,-0.60253,0.24534,-0.43021,0.35574,0.16471,0.50193,-0.17689,-0.20405,0.12455,0.28123,0.031227,-0.70697,0.33354,0.053534,-0.39671,0.40359,0.27362,0.10086,-0.041163,-0.51518,0.10359,-0.68561,-0.67328,0.54353,-0.23883,-0.22324,0.57093,-0.11433,-0.51584,-0.021802,0.4525,0.57299,0.083914,0.77757,-0.22266,0.022164,0.53079,-0.38652,-0.43493,0.14437,-0.046038,-0.48874,0.31279,0.076061,0.18648,-0.40387,0.46772,-0.027065,0.70462,-0.029101,-0.68991,-0.00061727,0.049252,0.1192,-0.43511,0.72713,-0.014662,0.23139,0.075974,-0.085068,-0.73884,0.070009,-0.62435,-0.92388,0.33718,0.46709,0.50219,-0.38387,-0.33635,-0.49544,0.13646,-0.19587,0.19642,-0.23546,0.34998,-0.16505,0.2113,-0.069929,0.13056,0.80064,-0.68875,-0.06221,0.20981,2.32e-05,-0.6395,0.22803,-0.10815,-0.4511,0.28025,-0.21877,0.34088,-0.094385,-0.67168,-0.13064,0.36355,-0.55303,0.29451,0.18572,-0.073737,0.24875,0.37452,-0.19479,-0.22062,-0.1757
"COPS5",0.048126,0.056329,0.23852,0.6155,0.0051735,-0.094667,0.26222,-0.0039274,0.23133,-0.47671,0.11831,0.054989,0.17591,0.35385,-0.14275,0.069998,-0.1452,-0.072692,-0.1805,0.20552,0.18755,0.40585,-0.10602,0.29386,0.2206,-0.21307,-0.2101,0.018597,-0.14568,0.071292,-0.020578,0.06887,-0.14914,0.094547,0.17349,0.028171,-0.048901,0.013822,0.23312,0.32921,0.017372,-0.1037,0.18283,0.58389,0.079837,0.030569,0.18483,-0.0043475,0.05905,0.051627,0.10886,0.37974,0.29023,0.32996,0.076914,0.27444,0.37829,0.1204,0.11208,0.01624,0.16322,-0.19812,-0.029874,0.14738,-0.21201,-0.22229,0.23675,0.19068,0.049494,0.31938,-0.20398,0.56438,0.34569,-0.059507,0.03551,0.15582,0.013772,0.12226,0.074311,0.07735,-0.088356,-0.013908,0.060319,-0.33643,-0.5374,-0.0036992,0.10499,-0.35454,0.68954,-0.23852,0.12522,-0.079974,-0.12145,-0.091759,1.1622,-0.30163,-0.036634,0.34662,0.12159,-0.12209,0.10449,-0.13575,-0.37195,0.099086,-0.13337,0.70034
"CASP8",-0.31963,0.19128,0.25521,-0.078484,-0.021326,0.12614,0.0061135,-0.0093436,0.19242,0.1587,0.099319,0.13395,0.25658,0.72491,-0.24226,-0.11081,0.22147,-0.042899,-0.16335,-0.083891,-0.0073594,-0.080786,0.036586,-0.079386,0.32289,-0.037517,-0.26824,-0.12279,0.13522,0.04512,-0.15722,-0.088448,-0.093748,-0.18971,-0.08029,-0.074343,0.1157,0.23919,-0.17002,0.05046,0.27274,-0.087221,-0.30412,0.45254,-0.094217,0.076111,0.31727,0.15894,-0.034834,-0.031827,0.00035482,0.040624,-0.014396,0.070142,0.023405,0.25979,0.28428,-0.19512,-0.031871,0.051121,-0.014529,0.0096499,0.31327,0.028037,0.065217,0.35144,0.018597,-0.28707,-0.1502,0.0021159,-0.10569,-0.15044,0.022336,-0.035447,0.19319,-0.080831,0.11592,0.007405,-0.097234,0.073174,0.04201,-0.078545,0.15113,-0.081562,0.14687,0.018387,0.25992,0.15412,0.16948,0.19636,-0.26701,0.12578,0.2103,-0.08666,0.063403,0.047964,0.0080194,0.2514,0.020318,-0.030725,-0.023581,-0.080288,0.16561,0.30944,0.0093129,0.068735
"ERCC1",-0.17715,-0.15856,0.11978,-0.097362,0.36645,0.14166,-0.25137,-0.21238,-0.0069955,-0.026553,-0.14579,-0.22308,-0.20368,0.15317,0.0090548,-0.12421,0.1423,0.04065,0.018037,-0.19023,-0.098724,-0.16862,-0.27361,0.0075533,0.089758,-0.0063583,0.047795,-0.11462,-0.24114,-0.2079,0.023631,-0.077134,-0.14237,-0.083908,-0.090623,0.027759,0.022543,-0.30559,-0.11498,-0.089482,0.38554,-0.16399,-0.12159,-0.31426,-0.026341,-0.26567,-0.22286,-0.17475,0.038058,-0.17278,-0.054196,-0.10619,-0.14272,-0.33969,-0.1715,0.2777,-0.36834,-0.18612,-0.058599,-0.16837,-0.11324,-0.27084,-0.083793,-0.00014684,-0.1222,-0.69972,-0.16312,-0.21842,-0.057739,-0.38989,0.12158,-0.56405,-0.23498,-0.053294,-0.20164,-0.10177,-0.22233,-0.11394,-0.0015705,-0.085205,0.03058,-0.034961,0.017999,-0.062483,-0.042108,-0.2191,-0.096462,0.041242,-0.076494,-0.089379,-0.20673,-0.053497,-0.17864,-0.061889,0.077247,-0.019622,0.0072041,0.14751,-0.30066,-0.19257,-0.20218,-0.15303,-0.23301,0.066595,0.016693,0.11805
"MSH2",-0.17411,-0.35283,-0.68897,0.11851,-0.53786,0.48116,0.2027,-0.090027,-0.34935,0.020655,-0.01731,0.32543,-0.21235,-0.59588,0.44484,-0.50247,-0.47224,0.60394,-0.49504,-0.1645,0.063711,-0.12366,-0.17852,-0.29556,-0.50493,0.39541,-0.3056,-0.28259,0.78564,0.033947,-0.49219,0.19144,-0.22362,0.446,-0.31123,-0.12692,-0.48895,-0.30369,0.38167,-0.61013,-0.68683,-0.19519,-0.087102,-0.99874,-0.11304,-0.23662,-0.56422,-0.40195,0.068913,-0.1064,0.13373,-0.30329,-0.46171,-0.4227,-0.1996,-0.38693,-0.55512,0.97984,-0.15869,-0.26681,-0.15541,-0.22129,-0.87651,-0.21223,-0.46877,-0.45886,0.16127,0.61523,-0.089966,-0.089591,-0.5786,-0.47494,0.19064,-0.48617,-0.34206,-0.10792,0.30968,-0.03838,-0.14794,-0.27712,0.013989,0.96659,-0.32671,-0.17239,0.037112,0.13136,-0.17924,0.6422,-0.19005,-0.31852,0.068877,-0.1807,-0.14851,-0.13107,-0.13497,-0.42953,-0.21567,-0.19373,-0.062559,-0.06382,-0.62003,-0.052837,-0.045653,-0.3967,-0.50219,-0.63009
"MSH6",-0.51206,-0.87829,-1.1343,0.22509,-0.31516,1.0269,0.12389,-0.34584,-0.46796,-0.28539,-0.2033,0.42174,-0.46657,-1.1968,1.4216,-0.1158,-0.024292,1.4735,-0.36586,-0.15053,-0.18577,-0.29813,-0.42648,-1.0614,-0.85298,0.3854,0.018357,-0.50187,0.9497,-0.11311,-0.16538,0.31836,-0.14675,0.63464,-0.32257,0.10114,-0.61323,-0.45617,0.50054,-0.77954,-0.68304,-0.42541,-0.51684,-1.0178,0.14505,-0.12886,-0.74018,-0.40612,0.23326,-0.28218,0.12451,-1.1293,-0.90431,-0.63944,-0.39226,-0.7977,-0.83606,1.3873,-0.46627,-0.52223,-0.46802,-0.26085,-0.76079,-0.50616,-0.89599,-0.69974,0.071366,0.55036,-0.50169,-0.79489,-0.74386,-1.083,-0.16406,-1.0263,-0.74988,-0.43047,0.53299,-0.32673,-0.58516,-0.75053,0.099865,1.5924,-0.93208,-0.14193,0.41244,0.048996,-0.77217,1.0027,-0.38414,-0.63262,0.42324,-0.23345,-0.19846,-0.068238,-1.2767,-0.56912,-0.21392,-0.80611,0.12441,0.2322,-0.33759,0.25588,0.18565,-0.28841,-0.3458,-1.0887
"PARP1",-0.20404,-0.12271,-0.037114,0.018105,-0.029506,0.26857,0.14507,0.096406,-0.1533,-0.66957,0.17762,0.023336,-0.023218,0.16356,-0.041154,-0.31689,-0.41959,0.08112,-0.052078,0.062326,-0.019607,-0.68989,-0.30034,-0.61516,-0.12405,0.1223,-0.16431,0.06651,-0.006673,0.00078044,-0.038052,0.19494,-0.25004,-0.14837,-0.27902,0.18301,-0.10693,-0.27134,-0.17496,-0.010057,0.31372,-0.067837,-0.20738,-0.1539,-0.053281,-0.042178,-0.16589,-0.38051,0.018805,-0.074383,0.020904,0.10552,-0.063575,-0.32934,-0.15614,0.21881,0.5813,-0.10676,-0.20356,0.039253,0.19282,-0.34735,0.069882,-0.090426,-0.16666,-1.3057,-0.26675,0.11503,-0.079805,-0.43987,-0.30891,-0.70977,0.45605,-0.047326,-0.033843,-0.11587,-0.078034,0.045778,-0.64759,0.17055,-0.06197,-0.13783,0.048167,-0.17833,-0.092897,-0.0046029,-0.013165,0.019085,-0.017069,0.018042,-0.25675,-0.13302,-0.18963,-0.10368,0.05779,-0.2537,0.059165,0.22829,-0.17213,-0.19182,-0.14757,-0.01644,0.028304,0.062817,-0.099227,0.30751
"SETD2",0.10489,0.1158,0.22567,0.10648,-0.048248,-0.22793,-0.15285,-0.045192,0.32016,0.048478,0.051941,-0.097396,0.054557,0.48176,-0.093662,-0.29022,-0.27202,-0.028754,-0.13963,0.23598,-0.19459,0.17381,-0.22352,-0.035302,0.13722,-0.082557,0.015365,0.55961,-0.25949,-0.12417,-0.00032843,-0.00062877,-0.10894,-0.098848,-0.00037798,-0.062586,0.020968,0.077207,0.032459,0.35683,0.19712,-0.031064,0.055364,0.084536,0.044272,0.023728,0.20197,-0.038535,0.065282,-0.013148,0.16775,0.16445,0.099706,-0.03301,-0.010097,0.14864,0.30002,0.0058273,0.099318,-0.13111,0.01323,-0.16359,0.17941,-0.035988,0.16986,-0.44452,-0.04965,-0.04332,0.054413,0.0029714,0.22553,-0.17954,0.13969,0.13575,-0.044929,-0.033763,-0.13264,-0.032928,-0.14225,0.23893,-0.061099,0.042928,0.00097947,-0.06227,-0.20219,0.092112,0.10883,-0.044482,-0.045861,-0.12,-0.34661,0.030272,-0.13129,0.026504,0.19797,-0.074307,-0.16871,-0.058913,-0.10794,-0.26644,-0.019619,-0.14596,-0.14674,0.057879,0.13852,-0.023852
"DIABLO",-0.001189,-0.79555,-1.2458,-1.009,-0.44849,-0.63308,-0.57532,-0.60302,-0.56549,-0.56754,-0.086689,-0.28843,0.046976,-1.0333,-0.38738,-0.12321,-0.028209,-0.51203,-0.38285,0.1957,-0.049244,-0.75972,0.057343,0.44267,-0.31463,-0.27113,-0.42064,-0.42103,0.1123,-0.011817,-0.61667,-0.044063,-0.75562,-0.67656,-0.48258,0.4184,-0.15008,-0.6348,-0.54985,-0.73031,-0.78888,-0.42341,0.6263,-0.36962,0.93832,-0.36075,0.24829,-0.33656,-0.034173,-0.40899,-0.46111,0.037926,-0.22584,-0.12115,-0.62032,-0.58275,-0.37446,0.058948,0.25878,-0.23904,-0.041634,-0.72575,-0.74448,-0.047094,-0.284,-0.26721,-0.22764,-0.51404,-0.10601,-0.56677,-0.86698,-0.23409,-0.34608,-0.43089,0.082249,0.32499,-0.1781,0.16014,-0.37629,-0.089042,0.33367,0.33227,-0.1066,0.71843,-0.95266,-0.69455,-0.26971,-0.18345,0.53807,0.36874,0.38343,-0.11338,0.048742,0.22036,-0.89173,0.34887,0.65069,0.089372,0.26391,0.059792,0.34857,-0.56217,0.12451,-0.56248,-0.50954,-0.66158
"SNAI1",-0.11479,-0.0010456,0.22014,0.099073,0.18811,0.17989,-0.33108,0.16038,0.14046,-0.21894,0.060298,0.0026813,0.066702,0.37482,0.030283,-0.16518,-0.028579,0.46526,-0.066973,-0.02133,-0.079448,-0.13584,-0.26503,-0.36741,0.058512,0.051466,-0.024747,0.083105,-0.259,0.024102,0.069291,0.076113,-0.18619,0.059503,-0.14395,-0.10338,-0.027347,-0.22686,0.099516,0.25447,0.3383,-0.038,-0.09166,0.19128,-0.0092429,0.10661,-0.21209,-0.15054,-0.028567,0.045263,0.033435,-0.010971,-0.11764,-0.42688,-0.090546,0.34221,0.34401,-0.12669,-0.0084941,-0.078091,0.12564,0.015359,0.18074,-0.067768,0.10334,-0.69123,-0.23936,-0.1453,-0.189,-0.32542,0.092784,-0.59144,0.19575,0.13002,-0.18844,-0.19075,0.014489,0.098209,0.17276,0.060531,0.0020507,0.26634,0.021729,-0.098639,0.19214,0.10349,-1.9e-06,0.067786,0.026321,0.23737,0.15778,0.012173,-0.25086,-0.16082,-0.012664,-0.14,-0.026702,0.19241,0.19119,-0.23254,0.16273,-0.23306,0.035641,-0.024973,0.00048514,0.12489
"AXL",-0.094577,0.61412,0.52063,0.56389,0.26922,0.4732,0.29795,0.24397,0.67179,0.52598,0.28272,0.37241,0.54091,0.31921,0.19914,0.39937,0.3604,0.052517,0.38844,0.17338,0.53425,0.22456,0.4026,0.023644,0.23638,-0.073246,-0.00028637,-0.10353,0.67485,0.39592,0.37805,-0.020729,0.52607,-0.11874,0.049884,0.57886,0.1631,0.83258,0.3435,0.31447,0.68633,0.52161,0.27613,1.1359,0.25199,0.88622,0.66432,0.34977,0.29541,0.71926,0.38385,0.3986,0.19789,0.092197,0.26503,0.35579,0.14543,0.11741,0.29641,0.38372,0.018061,0.20791,0.025198,0.34674,-0.26673,-0.63579,0.005939,0.39243,0.4605,0.62367,0.58086,0.64052,0.020145,0.23459,0.42133,0.33081,0.62945,0.37238,-0.038684,0.70902,0.43158,0.38864,0.22017,0.20986,0.51639,0.69268,0.29379,0.47259,0.02024,0.19719,0.096704,0.3294,0.21796,0.35861,1.0539,0.75757,0.24899,0.37801,0.58087,0.6102,0.43929,0.26755,0.31514,0.30836,0.46961,0.74059
"SLC1A5",0.15043,-1.2014,-1.4402,0.55244,-0.63616,-0.13803,0.23887,0.38874,-0.47289,-2.3423,-0.20008,-0.17464,0.191,-1.3709,0.12214,0.2683,0.13544,0.72147,0.19703,0.018303,-0.28461,0.7686,-0.47755,0.65305,-0.83765,0.47688,0.61032,0.32009,0.15539,0.5928,0.53581,0.62023,-0.085741,0.15595,-0.6527,0.58614,-0.90251,-0.48756,0.64475,-0.65323,-1.2361,-0.8899,0.45165,-0.1288,0.7609,0.19391,-0.31118,0.24633,0.057728,-0.98042,0.77562,-0.48397,0.1294,0.56067,0.52994,-0.30801,0.012519,-0.093061,-0.50746,-0.56313,-0.12481,-0.064346,-0.75518,-0.43637,-1.6108,-0.69114,0.44808,0.93049,0.40637,-0.96863,-0.94254,-0.28988,0.24267,-0.91431,0.082425,0.18188,1.3055,0.33773,0.88022,-0.4599,1.1949,0.48037,-0.45888,1.0734,-0.074914,0.22778,-0.78318,0.84457,1.4757,-0.36084,0.94143,-0.81472,0.34603,-0.39245,0.48258,-0.10752,0.43906,0.14229,0.086445,-0.31576,0.73462,0.070346,0.25685,-0.23051,-0.027389,-0.036734
"GATA6",0.21384,0.32812,0.43475,0.89493,0.49666,-0.070816,0.35569,0.02349,0.78998,-0.18779,0.16472,0.3654,0.38744,0.38638,-0.12835,-0.075503,-0.29589,-0.13339,-0.21656,0.22243,0.21842,0.96207,0.018145,0.40685,0.27007,-0.22588,-0.39815,0.067398,-0.10621,0.41886,0.056101,-0.02978,-0.091526,0.14076,0.21755,0.10108,-0.10069,-0.28906,0.2685,0.36978,0.24239,0.17034,0.54818,0.69119,0.18731,0.16852,0.094771,-0.4385,0.3983,0.3701,0.333,0.22979,0.35837,-0.041949,0.1887,0.37495,0.20389,0.59656,0.29936,-0.12086,0.50641,-0.10564,0.11987,0.324,-0.016612,-0.57659,0.59792,0.67346,0.2212,0.2889,0.07452,0.64693,-0.12518,0.17348,-0.088247,-0.0071102,0.13448,0.11476,-0.1335,0.17241,-0.13478,0.27153,-0.12815,0.060082,-0.095993,0.39885,-0.018176,-0.050931,0.25758,0.023735,0.13406,0.23856,-0.010854,0.14652,1.0105,0.018697,0.11107,0.10899,0.13298,0.17959,0.39537,0.25364,-0.083011,-0.064077,0.19559,0.28747
"BRD4",0.53989,-0.39,-1.26,-0.028373,-0.27312,0.26125,-0.11733,-0.25538,-0.44095,0.31517,-0.047298,-0.31661,-0.17328,-1.5159,0.64027,0.033399,0.13832,0.42513,-0.077903,-0.40967,-0.55316,-0.84693,-0.40644,-0.89356,-0.70838,-0.049791,-0.28888,-0.53469,0.23162,-0.57683,-0.16343,0.17679,0.28256,0.51059,0.086336,0.40505,-0.19178,-0.033317,0.072837,-0.6253,-0.84193,0.13177,0.17437,-0.65339,0.10278,0.12024,-0.69802,-0.24891,0.45583,-0.058693,-0.0097986,-0.59668,0.054123,-0.26051,-0.45071,-1.1228,-0.84077,0.54198,-0.51079,0.052817,-0.24061,-0.04213,-0.88035,-0.37608,-0.66626,-0.91523,-0.064824,0.50334,0.025501,-0.45574,-1.4731,-0.73581,0.065531,-0.85617,-0.067099,-0.18669,-0.095847,-0.34783,-0.76003,-0.13849,0.14381,0.079594,-0.41191,-0.057474,-0.091128,-0.27571,-0.39679,0.19264,-0.10844,-0.4035,0.18786,-0.57953,-0.057339,-0.26706,-0.96271,-0.52428,0.079051,-1.075,-0.0020281,0.41151,-0.22052,0.55224,0.87656,-0.078893,-0.31746,-0.46993
"BCL2A1",0.21138,0.61238,0.90745,0.146,0.29924,0.15037,-0.27851,0.079066,0.34446,0.23777,0.053141,0.14068,0.098096,0.82543,-0.068441,0.069221,0.28818,0.045732,-0.0028856,0.74012,-0.048038,0.10007,0.19021,0.012097,0.68382,-0.047356,0.29034,0.085835,-0.17569,-0.012627,0.10461,0.1449,0.48551,0.070444,0.12752,0.030061,0.18329,0.28208,-0.12414,0.3266,0.35403,0.041239,0.38746,0.55753,-0.096828,-0.13455,0.34935,0.22829,-0.12779,-0.052875,-0.03209,0.57519,0.10604,0.3479,-0.046824,0.73958,0.52711,0.18543,-0.025835,0.21749,0.15746,0.5555,0.38993,0.0019884,0.43744,1.7711,0.58702,0.28645,-0.12736,0.3889,0.80719,0.37179,1.7047,0.48576,-0.10624,0.0043654,0.14539,0.077136,0.14354,0.35403,-0.015063,0.041595,0.059148,0.011841,0.14412,0.51919,0.36615,-0.013514,0.17153,0.072523,0.064248,0.69021,-0.015232,0.67153,0.75463,-0.037423,-0.043918,0.075094,0.11579,-0.10763,0.26091,0.015152,-0.048758,0.19475,0.34604,0.31118
